,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
568,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic.,"D'Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,5,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
569,34737179,Building a National Framework to Pair Scientists and Schools During a Global Pandemic.,"Zimmerman KO, Goldman JL, Schuster JE, Mena A, Quiriconi M, Butteris SM, Koval S, DeMuri GP, Mueller NB, Benjamin DK, Armstrong SC, Kalu IC, Boutzoukas A, Moorthy GS, Lane H, Weber DJ, Newland JG",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
570,34737178,Mobilizing Established School Partnerships to Reach Underserved Children During a Global Pandemic.,"Ko LK, Tingey L, Ramirez M, Pablo E, Grass R, Larzelere F, Cisneros O, Chu HY, D'Agostino EM",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
571,34737177,Masking Adherence in K-12 Schools and SARS-CoV-2 Secondary Transmission.,"Moorthy GS, Mann TK, Boutzoukas AE, Blakemore A, Brookhart MA, Edwards L, Jackman JG, Panayotti GMM, Warren T, Pendleton J, GarcÃ©s AW, Corneli A, Weber DJ, Kalu IC, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
572,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
573,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
574,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
575,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
576,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
577,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
578,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic.,"D'Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,5,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
579,34737178,Mobilizing Established School Partnerships to Reach Underserved Children During a Global Pandemic.,"Ko LK, Tingey L, Ramirez M, Pablo E, Grass R, Larzelere F, Cisneros O, Chu HY, D'Agostino EM",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
580,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
581,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
582,34737173,Implementation of School-Based COVID-19 Testing Programs in Underserved Populations.,"Haroz EE, Kalb LG, Newland JG, Goldman JL, Mast DK, Ko LK, Grass R, Shah P, Walsh T, Schuster JE",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,13,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs003361', 'phs002870']",8
583,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
584,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs002947,RADx-UP,Supporting the Health and Well-Being of Children with Intellectual and Developmental Disability During the COVID-19 Pandemic,4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
585,37595820,"Transient loss and recovery of oral chemesthesis, taste and smell with COVID-19: A small case-control series.","Weir EM, Exten C, Gerkin RC, Munger SD, Hayes JE",2023 Nov 1,Physiology & behavior,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,2,2.4,['phs002631'],1
586,37350646,Covid-19 affects taste independent of taste-smell confusions: results from a combined chemosensory home test and online survey from a large global cohort.,"Nguyen H, Albayay J, HÃ¶chenberger R, Bhutani S, Boesveldt S, Busch NA, Croijmans I, Cooper KW, de Groot JHB, Farruggia MC, Fjaeldstad AW, Hayes JE, Hummel T, Joseph PV, Laktionova TK, Thomas-Danguin T, Veldhuizen MG, Voznessenskaya VV, Parma V, Pepino MY, Ohla K",2023 Jan 1,Chemical senses,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,4,2.8,['phs002631'],1
587,37034638,"Transient loss and recovery of oral chemesthesis, taste and smell with COVID-19: a small case-control series.","Weir EM, Exten C, Gerkin RC, Munger SD, Hayes JE",2023 Mar 29,medRxiv : the preprint server for health sciences,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,0,,['phs002631'],1
588,36469087,The Adaptive Olfactory Measure of Threshold (ArOMa-T): a rapid test of olfactory function.,"Weir EM, Hannum ME, Reed DR, Joseph PV, Munger SD, Hayes JE, Gerkin RC",2022 Jan 1,Chemical senses,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,4,2.8,['phs002631'],1
589,34848930,Massively collaborative crowdsourced research on COVID19 and the chemical senses: Insights and outcomes.,"Weir EM, Reed DR, Pepino MY, Veldhuizen MG, Hayes JE",2022 Apr,Food quality and preference,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,8,4.9,['phs002631'],1
590,33860304,Parsing Sage and Rosemary in Time: The Machine Learning Race to Crack Olfactory Perception.,Gerkin RC,2021 Jan 1,Chemical senses,phs002631,RADx-rad,Rapid Olfactory Tools for Telemedicine-Friendly COVID-19 Screening and Survey,12,2.8,['phs002631'],1
591,36056309,â€œWeâ€™re already doing this workâ€: ethical research with community-based organizations,"Fielding-Miller R, Kim S, Bowles J, Streuli S, Davidson P",2022 Sep 2,BMC Medical Research Methodology,phs003031,RADx-UP,Safer at School Early Alert Project HUB,2,3.9,['phs003031'],1
592,36764843,COVID-19 disproportionately impacts access to basic needs among households with disabled members,"Streuli S, Garfein RS, Gaines T, Fielding-Miller R",2023 Jan 20,Disability and Health Journal,phs003031,RADx-UP,Safer at School Early Alert Project HUB,6,3.7,['phs003031'],1
593,37394504,Utilization and Impact of Symptomatic and Exposure SARS-CoV-2 Testing in K-12 Schools.,"Schuster JE, Erickson TR, Goldman JL, Benjamin DK, Brookhart MA, Dewhurst S, Fist A, Foxe J, Godambe M, Gwynn L, Kiene SM, Keener Mast D, McDaniels-Davidson C, Newland JG, Oren E, Selvarangan R, Shinde N, Walsh T, Watterson T, Zand M, Zimmerman KO, Kalu IC",2023 Jul 1,Pediatrics,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,0,6.2,"['phs002759', 'phs002800', 'phs002740', 'phs002878', 'phs003361', 'phs003037']",6
594,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
595,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
596,37394502,A Multi-Study Synthesis of Facilitators and Barriers to SARS-CoV-2 Testing Enrollment in School Settings.,"Keener Mast D, Gwynn L, Johnson SB, McDaniels-Davidson C, Hoffman R, Pulgaron ER, D'Agostino EM, Ko LK, Goldman JL, Drain PK, Schuster JE, Duran MC, Kiene SM, Oren E, Corneli A",2023 Jul 1,Pediatrics,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,1,6.2,"['phs003127', 'phs002740', 'phs002878', 'phs003056', 'phs003037', 'phs002870']",6
597,37394501,Reflections From School Communities in Underserved Populations on Childhood COVID-19 Vaccination.,"Pulgaron ER, D'Agostino EM, Johnson SB, Ko LK, Drain PK, Duran MC, Keener Mast D, Kay S, Layer MA, Kenworthy T, Dozier A",2023 Jul 1,Pediatrics,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,2,6.2,"['phs003056', 'phs002740', 'phs003037', 'phs002800']",4
598,36339209,Community voices on factors influencing COVID-19 concerns and health decisions among racial and ethnic minorities in the school setting.,"Kenworthy T, Harmon SL, Delouche A, Abugattas N, Zwiebel H, Martinez J, SauvignÃ© KC, Nelson CM, Horigian VE, Gwynn L, Pulgaron ER",2022,Frontiers in public health,phs003037,RADx-UP,Maximizing Child Health and Learning Potential: Promoting A School Culture of Safety in the Era of COVID-19: Feasibility of Strategic COVID-19 Testing Protocols in At-Risk Urban Schools,5,3.0,"['phs003037', 'phs003049']",2
599,36339209,Community voices on factors influencing COVID-19 concerns and health decisions among racial and ethnic minorities in the school setting.,"Kenworthy T, Harmon SL, Delouche A, Abugattas N, Zwiebel H, Martinez J, SauvignÃ© KC, Nelson CM, Horigian VE, Gwynn L, Pulgaron ER",2022,Frontiers in public health,phs003049,RADx-UP,Identifying COVID-19 Vaccine Deserts Using Machine Learning and Geospatial Analyses to Target Community-Engaged Testing for Vulnerable Rural Populations to Prevent Localized Outbreaks,5,3.0,"['phs003037', 'phs003049']",2
600,36407449,The association between socioeconomic distress communities index and amputation among patients with peripheral artery disease.,"Witrick B, Shi L, Mayo R, Hendricks B, Kalbaugh CA",2022,Frontiers in cardiovascular medicine,phs003049,RADx-UP,Identifying COVID-19 Vaccine Deserts Using Machine Learning and Geospatial Analyses to Target Community-Engaged Testing for Vulnerable Rural Populations to Prevent Localized Outbreaks,5,2.8,['phs003049'],1
601,36188730,Adapting agile development practices for hyper-agile environments: lessons learned from a COVID-19 emergency response research project.,"Nazir S, Price B, Surendra NC, Kopp K",2022,Information technology & management,phs003049,RADx-UP,Identifying COVID-19 Vaccine Deserts Using Machine Learning and Geospatial Analyses to Target Community-Engaged Testing for Vulnerable Rural Populations to Prevent Localized Outbreaks,11,2.3,['phs003049'],1
602,36965506,Resident Factors Associated With Breakthrough SARS-CoV-2 Infections.,"Montoya A, Wen K, Travers JL, Rivera-Hernandez M, White E, Mor V, Berry SD",2023 Jun,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,1,4.2,['phs003050'],1
603,35983581,Association of State COVID-19 Vaccine Mandates With Staff Vaccination Coverage and Staffing Shortages in US Nursing Homes.,"McGarry BE, Gandhi AD, Syme M, Berry SD, White EM, Grabowski DC",2022 Jul,JAMA health forum,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,19,9.5,['phs003050'],1
604,35718000,Incidence and Outcomes of SARS-CoV-2 in Post-Acute Skilled Nursing Facility Care.,"Ritter AZ, Kosar CM, White EM, Feifer RA, Blackman C, Mor V",2022 Aug,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,3,4.2,['phs003050'],1
605,35605428,COVID-19 vaccine booster dose needed to achieve Omicron-specific neutralisation in nursing home residents.,"Canaday DH, Oyebanji OA, White E, Keresztesy D, Payne M, Wilk D, Carias L, Aung H, St Denis K, Sheehan ML, Berry SD, Cameron CM, Cameron MJ, Wilson BM, Balazs AB, King CL, Gravenstein S",2022 Jun,EBioMedicine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,38,9.7,['phs003050'],1
606,35490606,Addressing hesitancy to COVID-19 vaccines in healthcare assistants.,"Niznik JD, Berry SD, Syme M, Kelley CJ, Hanson LC, Harrison J",2022 May-Jun,"Geriatric nursing (New York, N.Y.)",phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,2,2.5,['phs003050'],1
607,35460263,Adverse events following third dose of mRNA COVID-19 vaccination among nursing home residents who received the primary series.,"Bardenheier BH, White EM, Blackman C, Gravenstein S, Gutman R, Sarkar IN, Feifer RA, McConeghy K, Nanda A, Duprey M, Mor V",2022 Jun,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,6,4.3,['phs003050'],1
608,35324261,COVID-19 Vaccine Uptake Among Nursing Home Staff via Statewide Policy: The Mississippi Vaccinate or Test Out Policy.,"Syme ML, Gouskova N, Berry SD",2022 May,American journal of public health,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,6,9.6,['phs003050'],1
609,35099523,Evaluating the Findings of the IMPACT-C Randomized Clinical Trial to Improve COVID-19 Vaccine Coverage in Skilled Nursing Facilities.,"Berry SD, Goldfeld KS, McConeghy K, Gifford D, Davidson HE, Han L, Syme M, Gandhi A, Mitchell SL, Harrison J, Recker A, Johnson KS, Gravenstein S, Mor V",2022 Mar 1,JAMA internal medicine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,15,22.5,['phs003050'],1
610,34741529,Strategies associated with COVID-19 vaccine coverage among nursing home staff.,"Berry SD, Baier RR, Syme M, Gouskova N, Bishnoi C, Patel U, Leitson M, Gharpure R, Stone ND, Link-Gelles R, Gifford DR",2022 Jan,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,17,4.3,['phs003050'],1
611,34652783,Does a lack of vaccine side effects correlate with reduced BNT162b2 mRNA vaccine response among healthcare workers and nursing home residents?,"Oyebanji OA, Wilson B, Keresztesy D, Carias L, Wilk D, Payne M, Aung H, Denis KS, Lam EC, Rowley CF, Berry SD, Cameron CM, Cameron MJ, Schmader KE, Balazs AB, King CL, Canaday DH, Gravenstein S",2021 Nov,Aging clinical and experimental research,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,18,3.4,['phs003050'],1
612,34549415,A systematic review of long-term care facility characteristics associated with COVID-19 outcomes.,"Konetzka RT, White EM, Pralea A, Grabowski DC, Mor V",2021 Oct,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,90,4.3,['phs003050'],1
613,34449885,Perceptions of COVID-19 vaccines among healthcare assistants: A national survey.,"Niznik JD, Harrison J, White EM, Syme M, Hanson LC, Kelley CJ, Porter L, Berry SD",2022 Jan,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,12,4.3,['phs003050'],1
614,34375655,Racial Disparities in COVID-19 Vaccine Acceptance: Building Trust to Protect Nursing Home Staff and Residents.,"Feifer RA, Bethea L, White EM",2021 Sep,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,20,4.2,['phs003050'],1
615,34092431,Adverse events following mRNA SARS-CoV-2 vaccination among U.S. nursing home residents.,"Bardenheier BH, Gravenstein S, Blackman C, Gutman R, Sarkar IN, Feifer RA, White EM, McConeghy K, Nanda A, Mor V",2021 Jun 29,Vaccine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,40,4.5,['phs003050'],1
616,34010526,Incident SARS-CoV-2 Infection among mRNA-Vaccinated and Unvaccinated Nursing Home Residents.,"White EM, Yang X, Blackman C, Feifer RA, Gravenstein S, Mor V",2021 Jul 29,The New England journal of medicine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,74,96.2,['phs003050'],1
617,33993265,Reduced BNT162b2 Messenger RNA Vaccine Response in Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)-Naive Nursing Home Residents.,"Canaday DH, Carias L, Oyebanji OA, Keresztesy D, Wilk D, Payne M, Aung H, St Denis K, Lam EC, Rowley CF, Berry SD, Cameron CM, Cameron MJ, Wilson B, Balazs AB, Gravenstein S, King CL",2021 Dec 6,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,63,8.2,['phs003050'],1
618,33861978,Somebody Like Me: Understanding COVID-19 Vaccine Hesitancy among Staff in Skilled Nursing Facilities.,"Harrison J, Berry S, Mor V, Gifford D",2021 Jun,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,59,4.2,['phs003050'],1
619,33861873,"Short-term impact of nursing home SARS-CoV-2 vaccinations on new infections, hospitalizations, and deaths.","Mor V, Gutman R, Yang X, White EM, McConeghy KW, Feifer RA, Blackman CR, Kosar CM, Bardenheier BH, Gravenstein SA",2021 Aug,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,52,4.3,['phs003050'],1
620,33764497,Lessons learned from frontline skilled nursing facility staff regarding COVID-19 vaccine hesitancy.,"Berry SD, Johnson KS, Myles L, Herndon L, Montoya A, Fashaw S, Gifford D",2021 May,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,87,4.3,['phs003050'],1
621,36965506,Resident Factors Associated With Breakthrough SARS-CoV-2 Infections.,"Montoya A, Wen K, Travers JL, Rivera-Hernandez M, White E, Mor V, Berry SD",2023 Jun,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,1,4.2,['phs003050'],1
622,35983581,Association of State COVID-19 Vaccine Mandates With Staff Vaccination Coverage and Staffing Shortages in US Nursing Homes.,"McGarry BE, Gandhi AD, Syme M, Berry SD, White EM, Grabowski DC",2022 Jul,JAMA health forum,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,19,9.5,['phs003050'],1
623,35809634,Factors Affecting SARS-CoV-2 Test Discordance in Skilled Nursing Facilities.,"Recker A, White EM, Yang X, Feifer RA, Gravenstein S, Blackman C, Nanda A, Berry SD, Mor V",2022 Aug,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,2,4.2,['phs003050'],1
624,35718000,Incidence and Outcomes of SARS-CoV-2 in Post-Acute Skilled Nursing Facility Care.,"Ritter AZ, Kosar CM, White EM, Feifer RA, Blackman C, Mor V",2022 Aug,Journal of the American Medical Directors Association,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,3,4.2,['phs003050'],1
625,35605428,COVID-19 vaccine booster dose needed to achieve Omicron-specific neutralisation in nursing home residents.,"Canaday DH, Oyebanji OA, White E, Keresztesy D, Payne M, Wilk D, Carias L, Aung H, St Denis K, Sheehan ML, Berry SD, Cameron CM, Cameron MJ, Wilson BM, Balazs AB, King CL, Gravenstein S",2022 Jun,EBioMedicine,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,38,9.7,['phs003050'],1
626,35490606,Addressing hesitancy to COVID-19 vaccines in healthcare assistants.,"Niznik JD, Berry SD, Syme M, Kelley CJ, Hanson LC, Harrison J",2022 May-Jun,"Geriatric nursing (New York, N.Y.)",phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,2,2.5,['phs003050'],1
627,35460263,Adverse events following third dose of mRNA COVID-19 vaccination among nursing home residents who received the primary series.,"Bardenheier BH, White EM, Blackman C, Gravenstein S, Gutman R, Sarkar IN, Feifer RA, McConeghy K, Nanda A, Duprey M, Mor V",2022 Jun,Journal of the American Geriatrics Society,phs003050,RADx-UP,Improving Testing for COVID-19 in Skilled Nursing Facilities: IMPACT-C,6,4.3,['phs003050'],1
